Name,Launch date (YYYY-MM-DD),Status,Action
CZ-11 R/B,2020-09-15,DECAYED,
HAIYANG 2C,2020-09-21,IN ORBIT,TRACK IT
CZ-4B R/B,2020-09-21,IN ORBIT,TRACK IT
CZ-4B DEB,2020-09-21,IN ORBIT,TRACK IT
CZ-4B DEB,2020-09-21,IN ORBIT,TRACK IT
HJ-2A,2020-09-27,IN ORBIT,TRACK IT
HJ-2B,2020-09-27,IN ORBIT,TRACK IT
CZ-4B DEB,2020-09-27,IN ORBIT,TRACK IT
CZ-4B R/B,2020-09-27,IN ORBIT,TRACK IT
CZ-4B DEB,2020-09-27,DECAYED,
CZ-4B DEB,2020-09-27,IN ORBIT,TRACK IT
CZ-4B DEB,2020-09-27,IN ORBIT,TRACK IT
GONETS M 17,2020-09-28,IN ORBIT,TRACK IT
GONETS M 18,2020-09-28,IN ORBIT,TRACK IT
GONETS M 19,2020-09-28,IN ORBIT,TRACK IT
MEZNSAT,2020-09-28,IN ORBIT,TRACK IT
YARILO-1,2020-09-28,IN ORBIT,TRACK IT
YARILO-2,2020-09-28,IN ORBIT,TRACK IT
LACUNASAT-3,2020-09-28,IN ORBIT,TRACK IT
DEKART,2020-09-28,IN ORBIT,TRACK IT
NORBI,2020-09-28,IN ORBIT,TRACK IT
SALSAT (TUBSAT 22),2020-09-28,IN ORBIT,TRACK IT
ICEYE-X7,2020-09-28,IN ORBIT,TRACK IT
ICEYE-X6,2020-09-28,IN ORBIT,TRACK IT
KEPLER-5 (AMIDALA),2020-09-28,IN ORBIT,TRACK IT
KEPLER-4 (ANTILLES),2020-09-28,IN ORBIT,TRACK IT
LEMUR-2-SLICERS,2020-09-28,IN ORBIT,TRACK IT
LEMUR-2-DAYWZAGOODDAY,2020-09-28,IN ORBIT,TRACK IT
LEMUR-2-SUSURRUS,2020-09-28,IN ORBIT,TRACK IT
LEMUR-2-NICHOL,2020-09-28,IN ORBIT,TRACK IT
NETSAT-4,2020-09-28,IN ORBIT,TRACK IT
NETSAT-3,2020-09-28,IN ORBIT,TRACK IT
NETSAT-1,2020-09-28,IN ORBIT,TRACK IT
NETSAT-2,2020-09-28,IN ORBIT,TRACK IT
FLOCK 4V 16,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 15,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 17,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 21,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 18,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 19,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 20,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 22,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 23,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 24,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 25,2020-09-03,IN ORBIT,TRACK IT
FLOCK 4V 26,2020-09-03,IN ORBIT,TRACK IT
CYGNUS NG-14,2020-10-03,DECAYED,
ANTARES R/B,2020-10-03,DECAYED,
STARLINK-1644,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1648,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1659,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1663,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1668,2020-10-06,DECAYED,
STARLINK-1672,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1678,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1684,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1685,2020-10-06,DECAYED,
STARLINK-1687,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1692,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1693,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1694,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1696,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1697,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1698,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1699,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1700,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1701,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1702,2020-10-06,DECAYED,
STARLINK-1649,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1664,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1671,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1674,2020-10-06,DECAYED,
STARLINK-1676,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1679,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1680,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1681,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1706,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1709,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1714,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1730,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1733,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1735,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1740,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1741,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1743,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1747,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1748,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1753,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1531,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1650,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1660,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1675,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1677,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1682,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1683,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1705,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1708,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1712,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1728,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1729,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1732,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1736,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1737,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1744,2020-10-06,DECAYED,
STARLINK-1746,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1749,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1754,2020-10-06,IN ORBIT,TRACK IT
STARLINK-1755,2020-10-06,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-10-06,DECAYED,
FALCON 9 DEB,2020-10-06,DECAYED,
FALCON 9 DEB,2020-10-06,DECAYED,
FALCON 9 DEB,2020-10-06,DECAYED,
GAOFEN 13,2020-10-11,IN ORBIT,TRACK IT
CZ-3B R/B,2020-10-11,DECAYED,
SOYUZ MS-17,2020-10-14,DECAYED,
SL-4 R/B,2020-10-14,DECAYED,
FALCON 9 R/B,2020-10-06,DECAYED,
STARLINK-1819,2020-10-18,DECAYED,
STARLINK-1715,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1716,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1717,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1718,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1720,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1731,2020-10-18,DECAYED,
STARLINK-1766,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1772,2020-10-18,DECAYED,
STARLINK-1773,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1774,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1775,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1776,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1778,2020-10-18,DECAYED,
STARLINK-1780,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1781,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1783,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1784,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1786,2020-10-18,DECAYED,
STARLINK-1788,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1789,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1790,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1791,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1792,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1793,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1794,2020-10-18,DECAYED,
STARLINK-1795,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1796,2020-10-18,DECAYED,
STARLINK-1797,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1799,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1800,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1801,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1802,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1803,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1804,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1805,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1807,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1808,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1809,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1810,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1811,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1813,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1814,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1815,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1816,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1817,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1818,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1820,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1821,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1822,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1823,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1824,2020-10-18,DECAYED,
STARLINK-1825,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1826,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1827,2020-10-18,DECAYED,
STARLINK-1828,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1829,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1830,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1831,2020-10-18,IN ORBIT,TRACK IT
STARLINK-1841,2020-10-18,DECAYED,
FALCON 9 DEB,2020-10-18,DECAYED,
FALCON 9 DEB,2020-10-18,DECAYED,
FALCON 9 DEB,2020-10-18,DECAYED,
FALCON 9 DEB,2020-10-18,DECAYED,
STARLINK-1847,2020-10-24,DECAYED,
STARLINK-1848,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1865,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1872,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1892,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1894,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1898,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1905,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1908,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1910,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1911,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1915,2020-10-24,DECAYED,
STARLINK-1920,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1921,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1922,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1923,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1924,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1925,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1926,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1928,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1833,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1896,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1897,2020-10-24,DECAYED,
STARLINK-1901,2020-10-24,DECAYED,
STARLINK-1902,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1903,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1906,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1916,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1917,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1918,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1919,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1932,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1935,2020-10-24,DECAYED,
STARLINK-1936,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1937,2020-10-24,DECAYED,
STARLINK-1939,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1945,2020-10-24,DECAYED,
STARLINK-1946,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1949,2020-10-24,DECAYED,
STARLINK-1950,2020-10-24,DECAYED,
STARLINK-1798,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1832,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1834,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1835,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1851,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1882,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1883,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1893,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1899,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1929,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1930,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1931,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1933,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1934,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1941,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1942,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1943,2020-10-24,DECAYED,
STARLINK-1944,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1947,2020-10-24,IN ORBIT,TRACK IT
STARLINK-1948,2020-10-24,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-10-24,DECAYED,
FALCON 9 DEB,2020-10-24,DECAYED,
FALCON 9 DEB,2020-10-24,DECAYED,
FALCON 9 DEB,2020-10-24,DECAYED,
FALCON 9 R/B,2020-10-24,DECAYED,
COSMOS 2547 (GLONASS),2020-10-25,IN ORBIT,TRACK IT
FREGAT R/B,2020-10-25,IN ORBIT,TRACK IT
YAOGAN-30 U,2020-10-26,IN ORBIT,TRACK IT
YAOGAN-30 V,2020-10-26,IN ORBIT,TRACK IT
YAOGAN-30 W,2020-10-26,IN ORBIT,TRACK IT
TIANQI-6,2020-10-26,IN ORBIT,TRACK IT
CZ-2C R/B,2020-10-26,IN ORBIT,TRACK IT
FLOCK 4EP 1,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 7,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 9,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 8,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 5,2020-10-28,IN ORBIT,TRACK IT
CE-SAT IIB,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 3,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 2,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 4,2020-10-28,IN ORBIT,TRACK IT
FLOCK 4EP 6,2020-10-28,IN ORBIT,TRACK IT
ELECTRON R/B,2020-10-28,DECAYED,
ELECTRON KICK STAGE R/B,2020-10-28,IN ORBIT,TRACK IT
NAVSTAR 80 (USA 309),2020-11-05,IN ORBIT,TRACK IT
NUSAT-12 DOROTHY,2020-11-06,IN ORBIT,TRACK IT
NUSAT-9 ALICE,2020-11-06,IN ORBIT,TRACK IT
NUSAT-11 CORA,2020-11-06,IN ORBIT,TRACK IT
NUSAT-15 KATHERINE,2020-11-06,IN ORBIT,TRACK IT
NUSAT-14 HEDY,2020-11-06,IN ORBIT,TRACK IT
NUSAT-10 CAROLINE,2020-11-06,IN ORBIT,TRACK IT
NUSAT-13 EMMY,2020-11-06,IN ORBIT,TRACK IT
OBJECT H,2020-11-06,IN ORBIT,TRACK IT
NUSAT-17 MARY,2020-11-06,IN ORBIT,TRACK IT
NUSAT-18 VERA,2020-11-06,IN ORBIT,TRACK IT
OBJECT L,2020-11-06,IN ORBIT,TRACK IT
OBJECT M,2020-11-06,IN ORBIT,TRACK IT
BY70-3,2020-11-06,IN ORBIT,TRACK IT
NUSAT-16 LISE,2020-11-06,IN ORBIT,TRACK IT
CZ-6 R/B,2020-11-06,DECAYED,
TIANQI-11,2020-11-07,IN ORBIT,TRACK IT
RISAT-2BR2,2020-11-07,IN ORBIT,TRACK IT
KSM1-C,2020-11-07,IN ORBIT,TRACK IT
KSM1-D,2020-11-07,IN ORBIT,TRACK IT
LEMUR 2 OZARAK,2020-11-07,IN ORBIT,TRACK IT
LEMUR 2 JINDRA,2020-11-07,IN ORBIT,TRACK IT
LEMUR 2 WALLACE,2020-11-07,IN ORBIT,TRACK IT
LEMUR 2 JEREMIAH,2020-11-07,IN ORBIT,TRACK IT
KSM1-A,2020-11-07,IN ORBIT,TRACK IT
R2,2020-11-07,IN ORBIT,TRACK IT
KSM1-B,2020-11-07,IN ORBIT,TRACK IT
PSLV R/B,2020-11-07,IN ORBIT,TRACK IT
TIANTONG-1 2,2020-11-12,IN ORBIT,TRACK IT
CZ-3B R/B,2020-11-12,DECAYED,
USA 310,2020-11-13,IN ORBIT,TRACK IT
ATLAS 5 CENTAUR R/B,2020-11-13,IN ORBIT,TRACK IT
DRAGON RESILIENCE,2020-11-15,DECAYED,
OBJECT A,2020-11-20,IN ORBIT,TRACK IT
ELECTRON R/B,2020-11-20,DECAYED,
CORVUS BC5,2020-11-20,IN ORBIT,TRACK IT
APSS-1,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-34,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-35,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-36,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-37,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-38,2020-11-20,IN ORBIT,TRACK IT
SPACEBEENZ-3,2020-11-20,IN ORBIT,TRACK IT
SPACEBEENZ-4,2020-11-20,IN ORBIT,TRACK IT
BRO-2,2020-11-20,IN ORBIT,TRACK IT
SPACEBEENZ-5,2020-11-20,IN ORBIT,TRACK IT
SPACEBEENZ-6,2020-11-20,IN ORBIT,TRACK IT
BRO-3,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-33,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-29,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-32,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-31,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-28,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-30,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-27,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-25,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-24,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-22,2020-11-20,IN ORBIT,TRACK IT
DRAGRACER 1(ALCHEMY),2020-11-20,DECAYED,
DRAGRACER 2(AUGURY),2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-26,2020-11-20,IN ORBIT,TRACK IT
SPACEBEENZ-2,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-39,2020-11-20,IN ORBIT,TRACK IT
SPACEBEENZ-1,2020-11-20,IN ORBIT,TRACK IT
SPACEBEE-23,2020-11-20,IN ORBIT,TRACK IT
S6 MICHAEL FREILICH (SENTINEL-6),2020-11-21,IN ORBIT,TRACK IT
FALCON 9 R/B,2020-11-21,DECAYED,
CHANG'E 5,2020-11-23,DECAYED,
CZ-5 R/B,2020-11-23,DECAYED,
STARLINK-1777,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1779,2020-11-25,DECAYED,
STARLINK-1785,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1787,2020-11-25,DECAYED,
STARLINK-1812,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1836,2020-11-25,DECAYED,
STARLINK-1837,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1838,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1839,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1840,2020-11-25,DECAYED,
STARLINK-1842,2020-11-25,DECAYED,
STARLINK-1843,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1844,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1845,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1846,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1849,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1850,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1852,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1853,2020-11-25,DECAYED,
STARLINK-1854,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1855,2020-11-25,DECAYED,
STARLINK-1856,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1857,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1858,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1859,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1860,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1861,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1862,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1863,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1864,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1866,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1867,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1868,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1869,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1870,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1871,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1873,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1874,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1875,2020-11-25,DECAYED,
STARLINK-1876,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1877,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1878,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1879,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1880,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1881,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1884,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1885,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1886,2020-11-25,DECAYED,
STARLINK-1887,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1888,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1889,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1890,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1891,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1895,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1900,2020-11-25,DECAYED,
STARLINK-1907,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1912,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1913,2020-11-25,IN ORBIT,TRACK IT
STARLINK-1914,2020-11-25,DECAYED,
STARLINK-1927,2020-11-25,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-11-25,DECAYED,
FALCON 9 DEB,2020-11-25,DECAYED,
FALCON 9 DEB,2020-11-25,DECAYED,
FALCON 9 DEB,2020-11-25,DECAYED,
LUCAS (JDRS-1),2020-11-29,IN ORBIT,TRACK IT
H-2A R/B,2020-11-29,DECAYED,
DRAGON RESILIENCE DEB,2020-11-15,IN ORBIT,TRACK IT
FALCON EYE 2,2020-12-02,IN ORBIT,TRACK IT
GONETS M 20,2020-12-03,IN ORBIT,TRACK IT
GONETS M 21,2020-12-03,IN ORBIT,TRACK IT
GONETS M 22,2020-12-03,IN ORBIT,TRACK IT
COSMOS 2548,2020-12-03,IN ORBIT,TRACK IT
GAOFEN 14,2020-12-06,IN ORBIT,TRACK IT
CZ-3B R/B,2020-12-06,IN ORBIT,TRACK IT
DRAGON CRS-21,2020-12-06,DECAYED,
GECAM-A,2020-12-09,IN ORBIT,TRACK IT
GECAM-B,2020-12-09,IN ORBIT,TRACK IT
CZ-11 DEB,2020-12-09,DECAYED,
USA 311,2020-12-11,IN ORBIT,TRACK IT
DELTA 4 R/B,2020-12-11,IN ORBIT,TRACK IT
CZ-11 R/B,2020-12-09,DECAYED,
XM-7,2020-12-13,IN ORBIT,TRACK IT
FALCON 9 R/B,2020-12-13,IN ORBIT,TRACK IT
IPM 2/BREEZE-M,2020-12-14,IN ORBIT,TRACK IT
BREEZE-M DEB (TANK),2020-12-14,IN ORBIT,TRACK IT
OBJECT E,2020-12-03,IN ORBIT,TRACK IT
STRIX-ALPHA,2020-12-15,IN ORBIT,TRACK IT
ELECTRON KICK STAGE R/B,2020-12-15,IN ORBIT,TRACK IT
ELECTRON R/B,2020-12-15,DECAYED,
CMS-01,2020-12-17,IN ORBIT,TRACK IT
PSLV R/B,2020-12-17,IN ORBIT,TRACK IT
ONEWEB-0102,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0109,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0110,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0111,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0114,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0117,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0118,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0119,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0120,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0121,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0122,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0123,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0124,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0125,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0126,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0127,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0128,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0129,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0130,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0131,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0132,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0133,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0134,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0135,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0136,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0137,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0138,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0139,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0140,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0141,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0142,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0143,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0144,2020-12-18,IN ORBIT,TRACK IT
ONEWEB-0145,2020-12-18,IN ORBIT,TRACK IT
