Name,Launch date (YYYY-MM-DD),Status,Action
STARLINK-3574,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3585,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3583,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3556,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3575,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3572,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3566,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3504,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3570,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3576,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3577,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3584,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3565,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3551,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3536,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3547,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3519,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3549,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3587,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3579,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3595,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3594,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3593,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3598,2022-03-03,IN ORBIT,TRACK IT
STARLINK-3597,2022-03-03,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-03,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-03,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-03,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-03,IN ORBIT,TRACK IT
OBJECT A,2022-03-05,IN ORBIT,TRACK IT
OBJECT B,2022-03-05,IN ORBIT,TRACK IT
OBJECT C,2022-03-05,IN ORBIT,TRACK IT
OBJECT D,2022-03-05,IN ORBIT,TRACK IT
OBJECT E,2022-03-05,IN ORBIT,TRACK IT
OBJECT F,2022-03-05,IN ORBIT,TRACK IT
OBJECT G,2022-03-05,IN ORBIT,TRACK IT
OBJECT H,2022-03-05,IN ORBIT,TRACK IT
NOUR 02,2022-03-08,IN ORBIT,TRACK IT
QASED R/B,2022-03-08,IN ORBIT,TRACK IT
STARLINK-3700,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3694,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3692,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3704,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3691,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3689,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3697,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3675,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3690,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3696,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3699,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3695,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3681,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3680,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3677,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3669,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3671,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3679,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3672,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3674,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3663,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3660,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3666,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3656,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3649,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3635,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3650,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3655,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3664,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3651,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3645,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3644,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3640,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3642,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3657,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3652,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3643,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3648,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3647,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3636,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3538,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3589,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3618,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3667,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3653,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3659,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3668,2022-03-09,IN ORBIT,TRACK IT
STARLINK-3654,2022-03-09,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-09,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-09,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-09,IN ORBIT,TRACK IT
FALCON 9 DEB,2022-03-09,IN ORBIT,TRACK IT
OBJECT A,2022-03-15,IN ORBIT,TRACK IT
OBJECT B,2022-03-15,IN ORBIT,TRACK IT
OBJECT C,2022-03-15,IN ORBIT,TRACK IT
OBJECT D,2022-03-15,IN ORBIT,TRACK IT
OBJECT E,2022-03-15,IN ORBIT,TRACK IT
OBJECT F,2022-03-15,IN ORBIT,TRACK IT
OBJECT G,2022-03-15,IN ORBIT,TRACK IT
OBJECT H,2022-03-15,IN ORBIT,TRACK IT
OBJECT J,2022-03-15,IN ORBIT,TRACK IT
OBJECT K,2022-03-15,IN ORBIT,TRACK IT
OBJECT L,2022-03-15,IN ORBIT,TRACK IT
OBJECT M,2022-03-15,IN ORBIT,TRACK IT
OBJECT N,2022-03-15,IN ORBIT,TRACK IT
OBJECT P,2022-03-15,IN ORBIT,TRACK IT
OBJECT Q,2022-03-15,IN ORBIT,TRACK IT
OBJECT R,2022-03-15,IN ORBIT,TRACK IT
OBJECT S,2022-03-15,IN ORBIT,TRACK IT
OBJECT T,2022-03-15,IN ORBIT,TRACK IT
OBJECT U,2022-03-15,IN ORBIT,TRACK IT
OBJECT V,2022-03-15,IN ORBIT,TRACK IT
OBJECT A,2022-03-17,IN ORBIT,TRACK IT
CZ-4C R/B,2022-03-17,IN ORBIT,TRACK IT
SOYUZ MS-21,2022-03-18,IN ORBIT,TRACK IT
SL-4 R/B,2022-03-18,IN ORBIT,TRACK IT
TURKSAT 5A,2021-01-08,IN ORBIT,TRACK IT
FALCON 9 R/B,2021-01-08,IN ORBIT,TRACK IT
CAPE-3,2021-01-17,IN ORBIT,TRACK IT
POLARCUBE,2021-01-17,IN ORBIT,TRACK IT
RADFXSAT-2 (AO-109),2021-01-17,IN ORBIT,TRACK IT
OBJECT D,2021-01-17,IN ORBIT,TRACK IT
PROMETHEUS 2-11,2021-01-17,IN ORBIT,TRACK IT
MITEE 1,2021-01-17,IN ORBIT,TRACK IT
OBJECT G,2021-01-17,IN ORBIT,TRACK IT
LAUNCHERONE R/B,2021-01-17,IN ORBIT,TRACK IT
OBJECT J,2021-01-17,IN ORBIT,TRACK IT
OBJECT K,2021-01-17,IN ORBIT,TRACK IT
EXOCUBE (CP-12),2021-01-17,IN ORBIT,TRACK IT
OBJECT M,2021-01-17,IN ORBIT,TRACK IT
TIANTONG-1 3,2021-01-19,IN ORBIT,TRACK IT
CZ-3B R/B,2021-01-19,IN ORBIT,TRACK IT
PROMETHEUS 2-8,2021-01-17,IN ORBIT,TRACK IT
GMS-T,2021-01-20,IN ORBIT,TRACK IT
ELECTRON KICK STAGE R/B,2021-01-20,IN ORBIT,TRACK IT
ELECTRON R/B,2021-01-20,DECAYED,
STARLINK-1952,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2011,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2017,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2034,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2045,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2046,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2047,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2049,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2050,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2055,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2069,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2070,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2071,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2076,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2077,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2079,2021-01-20,DECAYED,
STARLINK-2080,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2081,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2082,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2084,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2085,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2086,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2088,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2089,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2092,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2093,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2094,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2096,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2097,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2098,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2099,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2100,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2101,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2102,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2103,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2104,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2105,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2106,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2108,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2109,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2110,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2111,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2112,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2113,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2114,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2115,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2117,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2118,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2119,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2120,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2121,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2122,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2123,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2124,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2127,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2128,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2130,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2133,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2134,2021-01-20,IN ORBIT,TRACK IT
STARLINK-2135,2021-01-20,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-01-20,DECAYED,
FALCON 9 DEB,2021-01-20,DECAYED,
FALCON 9 DEB,2021-01-20,DECAYED,
FALCON 9 DEB,2021-01-20,DECAYED,
STARLINK-2199,2021-01-24,DECAYED,
STARLINK-2200,2021-01-24,DECAYED,
STARLINK-2201,2021-01-24,DECAYED,
STARLINK-2202,2021-01-24,DECAYED,
STARLINK-2203,2021-01-24,DECAYED,
STARLINK-2204,2021-01-24,DECAYED,
STARLINK-2205,2021-01-24,DECAYED,
STARLINK-2206,2021-01-24,DECAYED,
STARLINK-2207,2021-01-24,DECAYED,
STARLINK-2208,2021-01-24,DECAYED,
OBJECT L,2021-01-24,IN ORBIT,TRACK IT
OBJECT M,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-52,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-46,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-47,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-59,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-62,2021-01-24,IN ORBIT,TRACK IT
ASTROCAST-0101,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-61,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-49,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-60,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-53,2021-01-24,IN ORBIT,TRACK IT
RIDESHARE ADAPTER,2021-01-24,IN ORBIT,TRACK IT
OBJECT Z,2021-01-24,IN ORBIT,TRACK IT
OBJECT AA,2021-01-24,IN ORBIT,TRACK IT
UVSQ-SAT,2021-01-24,IN ORBIT,TRACK IT
YUSAT-1,2021-01-24,IN ORBIT,TRACK IT
AII-CHARLIE,2021-01-24,IN ORBIT,TRACK IT
ASELSAT,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-63,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-50,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-51,2021-01-24,IN ORBIT,TRACK IT
SOMP-2B,2021-01-24,IN ORBIT,TRACK IT
KEPLER-12 (BOBA),2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-48,2021-01-24,IN ORBIT,TRACK IT
CUBEL,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-40,2021-01-24,IN ORBIT,TRACK IT
LEMUR 2 NEVA,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-41,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 22,2021-01-24,IN ORBIT,TRACK IT
LEMUR-2 SAOIRSEDH5GUO,2021-01-24,IN ORBIT,TRACK IT
KEPLER-13 (LUCKY),2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-42,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 21,2021-01-24,IN ORBIT,TRACK IT
LEMUR 2 NALLYWACKER,2021-01-24,IN ORBIT,TRACK IT
IDEASSAT,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-55,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-54,2021-01-24,IN ORBIT,TRACK IT
KEPLER-15 (SUDORMRF),2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 11,2021-01-24,IN ORBIT,TRACK IT
OBJECT BC,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-58,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-57,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-44,2021-01-24,IN ORBIT,TRACK IT
OBJECT BG,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-56,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 33,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-45,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 12,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 13,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 35,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 8,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 31,2021-01-24,IN ORBIT,TRACK IT
KEPLER-8 (AMAROK),2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 34,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 9,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 32,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-43,2021-01-24,IN ORBIT,TRACK IT
CAPELLA-4 (WHITNEY),2021-01-24,IN ORBIT,TRACK IT
NASA PTD-1,2021-01-24,IN ORBIT,TRACK IT
P2-10,2021-01-24,IN ORBIT,TRACK IT
ARCE-1C,2021-01-24,IN ORBIT,TRACK IT
QPS-SAR-2 IZANAMI,2021-01-24,IN ORBIT,TRACK IT
CELESTIS 17/SHERPA-FX1,2021-01-24,IN ORBIT,TRACK IT
ASTROCAST-0103,2021-01-24,IN ORBIT,TRACK IT
ASTROCAST-0102,2021-01-24,IN ORBIT,TRACK IT
CAPELLA-3 (WHITNEY),2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 39,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 4,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 17,2021-01-24,IN ORBIT,TRACK IT
LEMUR 2 MANGO1,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 3,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 27,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 18,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 26,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 2,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 40,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 19,2021-01-24,IN ORBIT,TRACK IT
KEPLER-10 (BABY YODA),2021-01-24,IN ORBIT,TRACK IT
HAWK-2C,2021-01-24,IN ORBIT,TRACK IT
KEPLER-11 (DANEEL),2021-01-24,IN ORBIT,TRACK IT
ION SCV-002,2021-01-24,IN ORBIT,TRACK IT
HAWK-2A,2021-01-24,IN ORBIT,TRACK IT
ICEYE-X9,2021-01-24,IN ORBIT,TRACK IT
XR-1,2021-01-24,IN ORBIT,TRACK IT
HAWK-2B,2021-01-24,IN ORBIT,TRACK IT
GHGSAT-C2,2021-01-24,IN ORBIT,TRACK IT
ICEYE-X8,2021-01-24,IN ORBIT,TRACK IT
LEMUR 2 RUAIRI-EILIDH,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 38,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 28,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 5,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 16,2021-01-24,IN ORBIT,TRACK IT
ASTROCAST-0105,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 6,2021-01-24,IN ORBIT,TRACK IT
ASTROCAST-0104,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 29,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 15,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 37,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 10,2021-01-24,IN ORBIT,TRACK IT
OBJECT DQ,2021-01-24,IN ORBIT,TRACK IT
LEMUR 2 JENNIFERSONG,2021-01-24,IN ORBIT,TRACK IT
KEPLER-14 (STELLA),2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 7,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 14,2021-01-24,IN ORBIT,TRACK IT
LEMUR 2 CHANTAL,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 36,2021-01-24,IN ORBIT,TRACK IT
KEPLER-9 (ARTEMIS),2021-01-24,IN ORBIT,TRACK IT
YAOGAN-31 D,2021-01-29,IN ORBIT,TRACK IT
YAOGAN-31 E,2021-01-29,IN ORBIT,TRACK IT
CZ-4C DEB,2021-01-29,IN ORBIT,TRACK IT
CZ-4C DEB,2021-01-29,IN ORBIT,TRACK IT
YAOGAN-31 F,2021-01-29,IN ORBIT,TRACK IT
CZ-4C R/B,2021-01-29,IN ORBIT,TRACK IT
LEMUR 2 NOOBNOOB,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 24,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 20,2021-01-24,IN ORBIT,TRACK IT
HIBER-4,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 25,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 1,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 30,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 23,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 42,2021-01-24,IN ORBIT,TRACK IT
ARCE-1B,2021-01-24,IN ORBIT,TRACK IT
ARCE-1A,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 48,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 46,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 47,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 44,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 43,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 45,2021-01-24,IN ORBIT,TRACK IT
FLOCK 4S 41,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-65,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-64,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-66,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-67,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-68,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-69,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-70,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-71,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-72,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-73,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-74,2021-01-24,IN ORBIT,TRACK IT
SPACEBEE-75,2021-01-24,IN ORBIT,TRACK IT
COSMOS 2549,2021-02-02,IN ORBIT,TRACK IT
SL-4 R/B,2021-02-02,DECAYED,
STARLINK-1782,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1806,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1909,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1938,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1940,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1951,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1953,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1954,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1955,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1956,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1957,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1958,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1959,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1960,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1961,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1962,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1963,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1964,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1965,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1966,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1967,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1968,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1969,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1970,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1971,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1975,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1976,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1977,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1978,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1979,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1980,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1981,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1982,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1984,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1986,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1987,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1988,2021-02-04,DECAYED,
STARLINK-1989,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1990,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1991,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1993,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1994,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1995,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1996,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1997,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1998,2021-02-04,IN ORBIT,TRACK IT
STARLINK-1999,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2000,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2001,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2002,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2003,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2004,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2005,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2006,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2007,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2008,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2021,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2023,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2024,2021-02-04,IN ORBIT,TRACK IT
STARLINK-2025,2021-02-04,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-02-04,DECAYED,
FALCON 9 DEB,2021-02-04,DECAYED,
FALCON 9 DEB,2021-02-04,DECAYED,
FALCON 9 DEB,2021-02-04,DECAYED,
TJS-6,2021-02-04,IN ORBIT,TRACK IT
CZ-3B R/B,2021-02-04,IN ORBIT,TRACK IT
PROGRESS MS-16,2021-02-15,DECAYED,
SL-4 R/B,2021-02-15,DECAYED,
STARLINK-1528,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1609,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1645,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1655,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1669,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1704,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1761,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1972,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1973,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1974,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1983,2021-02-16,IN ORBIT,TRACK IT
STARLINK-1985,2021-02-16,DECAYED,
STARLINK-1992,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2009,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2010,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2012,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2013,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2014,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2015,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2016,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2018,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2019,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2020,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2022,2021-02-16,IN ORBIT,TRACK IT
STARLINK-2026,2021-02-16,IN ORBIT,TRACK IT
